Tipo de usuario,Fuente/medio,Código ISO del país,Categoría de dispositivo,Usuarios,Sesiones,Número de páginas vistas,Transacciones,Ingresos
New Visitor,trivago.de / referral,DE,mobile,378,378,641,1,132
New Visitor,(direct) / (none),IE,tablet,376,377,1187,0,0
New Visitor,email / email,ES,mobile,376,377,992,0,0
New Visitor,images.google / organic,FR,desktop,376,376,657,0,0
New Visitor,(direct) / (none),DO,tablet,375,380,1271,0,0
New Visitor,TripAdvisor / referral,GB,tablet,373,374,565,0,0
Returning Visitor,google / organic,CO,desktop,373,619,2813,9,15682.68
Returning Visitor,images.google.fr / referral,FR,desktop,371,446,493,0,0
New Visitor,aol / organic,US,desktop,370,372,1816,0,0
New Visitor,images.google.de / referral,DE,tablet,370,372,822,0,0
Returning Visitor,google / organic,PT,mobile,369,638,4391,0,0
Returning Visitor,dfa / cpc,FR,desktop,368,698,2509,7,8402.55
New Visitor,TripAdvisor / referral,ES,desktop,367,368,948,1,420.3
Returning Visitor,dfa / cpm,US,tablet,367,600,1448,0,0
New Visitor,tripadvisor.co.uk / referral,GB,mobile,366,366,2091,0,0
Returning Visitor,(direct) / (none),AR,tablet,366,629,2370,0,0
New Visitor,google / organic,UY,mobile,365,367,2881,0,0
New Visitor,yahoo / organic,DE,desktop,365,365,1578,2,947.57
New Visitor,(direct) / (none),ZZ,desktop,364,364,969,1,2369.68
New Visitor,canada sale / email,CA,tablet,364,365,902,0,0
New Visitor,google / organic,AU,desktop,364,363,1028,0,0
New Visitor,bing / organic,CH,desktop,362,363,1515,1,1130.76
New Visitor,google / organic,EC,desktop,362,364,672,0,0
Returning Visitor,(direct) / (none),BE,desktop,362,644,2558,13,21002.16
Returning Visitor,dfa / cpc,AT,tablet,361,935,1665,1,1092.68
Returning Visitor,google / organic,RO,desktop,361,667,1948,0,0
New Visitor,google / cpc,SE,desktop,359,359,1070,1,2517.61
Returning Visitor,bing / organic,ES,desktop,358,540,1934,1,100.8
Returning Visitor,olivina.wifi / referral,ES,mobile,357,3525,4431,0,0
New Visitor,TripAdvisor / referral,FR,desktop,354,354,1074,1,490.5
New Visitor,email / email,FR,desktop,349,349,907,1,1820.11
Returning Visitor,trivago.es / referral,ES,desktop,349,468,1103,9,9091.65
New Visitor,bing / organic,BE,desktop,347,347,1372,0,0
New Visitor,google / organic,TN,desktop,345,346,747,0,0
New Visitor,(direct) / (none),UY,mobile,342,346,2413,0,0
New Visitor,google / organic,SK,desktop,342,344,1050,1,2322.75
New Visitor,(direct) / (none),HU,desktop,339,339,1048,1,373
New Visitor,google / organic,SE,mobile,339,339,1940,0,0
New Visitor,hoteldelasletras.com / referral,ES,desktop,339,340,474,1,490.5
Returning Visitor,(direct) / (none),CL,desktop,336,530,2368,3,45408
Returning Visitor,(direct) / (none),IT,mobile,334,602,1622,0,0
New Visitor,(direct) / (none),PE,mobile,333,333,1844,0,0
New Visitor,dfa / cpc,MA,mobile,333,333,879,0,0
New Visitor,(direct) / (none),JM,mobile,332,332,1401,0,0
Returning Visitor,dfa / cpc,RU,desktop,330,591,2682,9,50677.46
Returning Visitor,yahoo / organic,GB,tablet,330,644,2562,0,0
Returning Visitor,dbm / cpm,US,desktop,329,413,1327,1,872.1
Returning Visitor,email / email,BE,desktop,327,479,1722,5,8840.79
Returning Visitor,google / organic,RU,desktop,326,584,2562,2,4256.64
New Visitor,TripAdvisor / referral,DE,desktop,324,324,945,0,0
Returning Visitor,(direct) / (none),CH,tablet,323,552,1802,0,0
New Visitor,google / cpc,RU,desktop,322,323,1040,3,8712.33
New Visitor,email / email,BE,desktop,318,320,836,0,0
New Visitor,google / organic,UA,desktop,318,318,1059,2,6605.5
Returning Visitor,trivago.de / referral,DE,desktop,318,467,1243,7,10686.61
New Visitor,dbm / cpm,US,mobile,317,317,378,0,0
Returning Visitor,google / organic,IE,tablet,315,602,3062,1,6747.52
New Visitor,dfa / cpc,IT,tablet,314,314,823,0,0
New Visitor,google / organic,GR,desktop,312,312,816,0,0
Returning Visitor,(direct) / (none),RU,desktop,309,565,2557,7,19260.59
New Visitor,google / organic,DK,tablet,306,306,1383,0,0
Returning Visitor,bing / organic,GB,tablet,306,525,2060,1,1128.96
Returning Visitor,dfa / cpc,AT,mobile,306,600,1858,0,0
Returning Visitor,tripadvisor.co.uk / referral,GB,tablet,306,509,1668,0,0
New Visitor,email / email,RU,desktop,305,307,943,2,5350.57
New Visitor,grandhotelmencey.com / referral,ES,desktop,305,306,498,6,2141.61
New Visitor,iberostartheclub.com / referral,US,desktop,304,305,1855,0,0
Returning Visitor,bing / organic,FR,desktop,303,525,2333,4,10130.47
Returning Visitor,yahoo / organic,CA,desktop,302,452,1775,0,0
New Visitor,(direct) / (none),MA,mobile,301,304,1075,0,0
New Visitor,tripadvisor / cpc,IT,desktop,301,301,486,0,0
New Visitor,(direct) / (none),CZ,desktop,300,301,867,0,0
Returning Visitor,email / email,RU,desktop,300,501,2162,4,22867.32
New Visitor,(direct) / (none),SE,mobile,298,298,1036,0,0
Returning Visitor,yahoo / organic,GB,mobile,298,530,2848,0,0
Returning Visitor,images.google.de / referral,DE,desktop,296,354,964,1,2051.78
New Visitor,email / email,DE,mobile,293,293,786,0,0
Returning Visitor,dbm / cpm,DE,desktop,293,396,1180,3,5343.3
New Visitor,google / cpc,DK,desktop,292,293,961,0,0
New Visitor,(direct) / (none),MA,desktop,290,292,609,4,2086.5
New Visitor,dfa / cpc,CA,desktop,289,291,1271,0,0
New Visitor,dfa / cpm,DE,tablet,289,289,508,0,0
Returning Visitor,t.co / referral,ES,mobile,289,362,1179,0,0
New Visitor,(direct) / (none),NO,desktop,288,288,689,2,6230.37
New Visitor,google / organic,BG,desktop,288,288,721,0,0
New Visitor,google / organic,MA,desktop,288,288,684,1,477
Returning Visitor,email / email,GB,tablet,288,414,1465,0,0
Returning Visitor,google / organic,HU,desktop,287,476,1750,3,14098.3
New Visitor,dfa / cpc,RU,tablet,285,285,617,0,0
New Visitor,dfa / cpm,FR,tablet,285,285,412,0,0
New Visitor,google / organic,FI,desktop,284,284,984,1,619.12
Returning Visitor,dfa / cpc,BE,mobile,283,553,1310,0,0
New Visitor,(direct) / (none),RO,mobile,280,280,1101,0,0
Returning Visitor,google / organic,NL,mobile,280,465,2004,0,0
New Visitor,(direct) / (none),CL,tablet,278,279,1429,0,0
New Visitor,email / email,CH,desktop,278,278,948,1,2593.74
New Visitor,guiadoturista.uol.com.br / referral,BR,desktop,278,281,1063,0,0
New Visitor,email / email,GB,mobile,276,276,687,0,0
New Visitor,islands.com / referral,US,desktop,276,277,1128,0,0
New Visitor,tripadvisor / cpc,GB,desktop,275,276,410,0,0
New Visitor,TripAdvisor / referral,ES,mobile,275,275,437,0,0
New Visitor,bing / organic,CA,tablet,274,275,1198,0,0
New Visitor,google / organic,PR,desktop,273,274,889,0,0
New Visitor,m.facebook.com / referral,US,tablet,271,271,543,0,0
New Visitor,bing / organic,AR,desktop,270,270,1127,0,0
New Visitor,newsletter_Cancun / emailEN,CA,desktop,270,270,820,0,0
Returning Visitor,(direct) / (none),NL,desktop,270,398,1559,3,5276.62
Returning Visitor,(direct) / (none),RU,mobile,270,597,1293,0,0
Returning Visitor,(direct) / (none),PT,desktop,268,567,1425,3,36707.16
Returning Visitor,tripadvisor / cpc,ES,mobile,267,347,1584,1,77.5
New Visitor,(direct) / (none),UY,desktop,266,267,908,0,0
Returning Visitor,(direct) / (none),PT,mobile,265,487,1575,0,0
New Visitor,tripadvisor / cpc,GB,tablet,264,264,415,1,2592
Returning Visitor,email / email,FR,desktop,264,388,1588,3,3222.88
New Visitor,yahoo / organic,BR,mobile,262,261,1782,0,0
New Visitor,bing / organic,IT,desktop,260,260,737,0,0
New Visitor,google / organic,ZZ,desktop,260,261,951,2,2262.88
New Visitor,trivago.fr / referral,FR,mobile,260,260,421,0,0
New Visitor,yahoo / organic,FR,desktop,260,260,801,1,2997
New Visitor,(direct) / (none),CO,mobile,259,259,1051,0,0
New Visitor,dfa / cpm,GB,mobile,254,254,384,0,0
Returning Visitor,google / cpc,IE,desktop,254,487,2112,9,13187.88
Returning Visitor,images.google.de / referral,DE,tablet,254,341,832,0,0
New Visitor,email / email,DE,tablet,251,250,720,0,0
New Visitor,(direct) / (none),UA,desktop,250,250,816,1,340
Returning Visitor,google / organic,CL,tablet,248,421,2500,0,0
Returning Visitor,dfa / cpc,US,mobile,246,436,1594,0,0
Returning Visitor,email / email,DE,tablet,246,365,1316,0,0
New Visitor,google / organic,IL,desktop,245,247,891,0,0
New Visitor,trivago.it / referral,IT,mobile,245,245,386,0,0
Returning Visitor,images.google.de / referral,DE,mobile,245,317,1003,0,0
Returning Visitor,dfa / cpc,IT,tablet,244,521,1240,0,0
New Visitor,(direct) / (none),IN,mobile,242,242,376,0,0
New Visitor,cdn.viglink.com / referral,US,mobile,242,242,1636,0,0
New Visitor,google / organic,SE,tablet,241,241,863,0,0
Returning Visitor,google / organic,IE,mobile,241,557,3840,0,0
New Visitor,bing / organic,CA,mobile,240,240,1200,0,0
Returning Visitor,email / email,DE,mobile,240,378,1840,0,0
New Visitor,tripadvisor.com / referral,US,desktop,239,239,1017,1,1414.4
Returning Visitor,dfa / cpc,MA,mobile,239,489,1277,0,0
Returning Visitor,canada sale / email,CA,mobile,238,277,690,0,0
Returning Visitor,google / organic,SE,desktop,238,364,1314,5,7233.54
New Visitor,(direct) / (none),LU,desktop,237,237,562,1,998.1
Returning Visitor,google / organic,DK,desktop,236,355,1267,8,8118.92
New Visitor,dfa / cpc,IE,tablet,235,236,443,0,0
New Visitor,10.59.1.1 / referral,CV,tablet,233,233,495,0,0
Returning Visitor,dsps / display,US,desktop,233,293,1197,0,0
Returning Visitor,google / cpc,DE,tablet,233,336,2004,0,0
New Visitor,trivago.dk / referral,DK,desktop,232,232,396,1,1260.34
New Visitor,yahoo / organic,ES,desktop,232,232,615,0,0
Returning Visitor,(direct) / (none),AT,desktop,232,329,1295,0,0
Returning Visitor,dfa / cpm,GB,mobile,232,663,1285,1,1336.02
New Visitor,google / cpc,TN,desktop,231,231,510,1,140
Returning Visitor,(direct) / (none),BE,tablet,231,359,678,0,0
New Visitor,tripadvisor / cpc,ES,tablet,230,231,338,0,0
New Visitor,trivago.fr / referral,FR,tablet,230,235,367,0,0
Returning Visitor,dbm / cpm,GB,desktop,230,299,719,1,2765.69
Returning Visitor,TripAdvisor / referral,US,desktop,227,324,1265,2,592.88
New Visitor,bing / organic,NL,desktop,225,225,821,1,1211.4
Returning Visitor,google / organic,DO,tablet,225,360,1482,0,0
New Visitor,yandex / organic,RU,mobile,224,224,1633,0,0
Returning Visitor,email / email,GB,mobile,224,305,1444,0,0
Returning Visitor,google / organic,DK,tablet,224,388,1574,0,0
New Visitor,(direct) / (none),PL,mobile,223,224,937,0,0
New Visitor,dfa / cpc,PT,tablet,223,225,542,0,0
New Visitor,trivago.se / referral,SE,desktop,223,224,390,0,0
Returning Visitor,(direct) / (none),IT,desktop,222,310,1023,10,14809.44
New Visitor,tripadvisor / cpc,FR,desktop,221,222,384,1,426.08
New Visitor,google / cpc,MA,desktop,220,221,544,1,296.7
New Visitor,tripadvisor / cpc,UA,desktop,220,221,341,0,0
Returning Visitor,google / organic,MA,mobile,220,368,1970,0,0
New Visitor,google / cpc,LU,desktop,218,218,754,1,1609.37
New Visitor,google / organic,PL,mobile,218,218,1255,0,0
Returning Visitor,suche.t-online.de / referral,DE,desktop,217,324,1500,2,2813.41
New Visitor,email / email,GB,tablet,216,217,589,0,0
Returning Visitor,clubs.inspiringbenefits.com / referral,ES,desktop,214,425,2240,23,20788.14
Returning Visitor,olehotels.com / referral,GB,mobile,213,315,672,2,2197.79
Returning Visitor,trivago.co.uk / referral,GB,desktop,213,281,664,7,8450.29
New Visitor,(direct) / (none),DK,tablet,212,212,829,0,0
New Visitor,google / organic,CU,desktop,212,213,413,0,0
New Visitor,newsletterfeb / email,MX,mobile,212,212,548,0,0
Returning Visitor,olehotels.com / referral,GB,tablet,212,331,782,1,1298.23
New Visitor,google / organic,TR,desktop,211,211,519,0,0
New Visitor,Proveedor / cpc,MX,desktop,211,212,780,0,0
New Visitor,yahoo / organic,BR,desktop,211,210,896,1,6010
Returning Visitor,TripAdvisor / referral,ES,desktop,211,339,1125,3,6568.73
New Visitor,google / organic,MA,mobile,210,211,924,0,0
New Visitor,(direct) / (none),SK,desktop,209,209,610,0,0
Returning Visitor,dfa / cpm,ES,tablet,209,542,1261,1,405
Returning Visitor,m.facebook.com / referral,US,mobile,209,261,827,0,0
Returning Visitor,tripadvisor.co.uk / referral,GB,mobile,207,318,1913,0,0
New Visitor,tripadvisor / cpc,IT,mobile,206,206,573,0,0
New Visitor,olivina.wifi / referral,ES,tablet,205,205,264,0,0
New Visitor,insidertravel.nl / referral,NL,desktop,204,204,539,2,2907.13
Returning Visitor,(direct) / (none),BE,mobile,203,408,972,0,0
Returning Visitor,facebook.com / referral,US,desktop,203,309,1344,5,6064.5
Returning Visitor,dfa / cpc,IE,tablet,202,466,936,0,0
New Visitor,yandex / organic,RU,tablet,201,201,1154,0,0
Returning Visitor,canada sale / email,CA,desktop,201,221,731,0,0
Returning Visitor,dfa / cpm,DE,tablet,201,459,1340,1,904.4
New Visitor,google / organic,HU,mobile,200,200,976,0,0
New Visitor,tripadvisor / cpc,RU,tablet,200,200,264,0,0
New Visitor,TripAdvisor / referral,IT,desktop,200,202,528,0,0
Returning Visitor,(direct) / (none),NL,mobile,200,328,958,0,0
New Visitor,yahoo / organic,ES,mobile,197,199,950,0,0
New Visitor,trivago.it / referral,IT,tablet,196,198,287,1,327.04
Returning Visitor,google / cpc,ES,mobile,196,343,1225,0,0
New Visitor,(direct) / (none),DK,mobile,195,195,617,1,2788.36
New Visitor,google / organic,LT,desktop,195,195,683,1,1425.27
New Visitor,colectivosvip.com / referral,ES,desktop,194,194,592,2,5233.28
Returning Visitor,google / organic,LU,desktop,194,331,1242,1,1486.8
New Visitor,bing / organic,PT,desktop,193,195,633,0,0
New Visitor,yahoo / organic,DE,mobile,193,193,992,0,0
Returning Visitor,tripadvisor / cpc,ES,desktop,193,240,550,2,259.33
Returning Visitor,TripAdvisor / referral,GB,mobile,193,260,942,1,1366.63
Returning Visitor,aol / organic,US,desktop,192,310,1440,0,0
Returning Visitor,trivago.es / referral,ES,mobile,192,274,755,4,1473.21
Returning Visitor,yahoo / organic,CA,tablet,192,334,1359,0,0
New Visitor,google / organic,RS,desktop,191,192,547,1,583.2
New Visitor,yahoo / organic,AR,desktop,191,192,776,0,0
New Visitor,(direct) / (none),IL,desktop,189,190,424,1,1546.46
New Visitor,facebook.com / referral,CA,desktop,189,189,510,0,0
New Visitor,google / organic,LV,desktop,189,189,616,1,271.7
New Visitor,(direct) / (none),FI,desktop,188,188,512,4,8992.96
Returning Visitor,yahoo / organic,GB,desktop,188,271,1193,3,3114.25
Returning Visitor,dfa / cpc,PT,tablet,187,392,1063,0,0
New Visitor,tripadvisor.com / referral,US,mobile,184,184,1312,0,0
Returning Visitor,TripAdvisor / referral,FR,desktop,184,305,1106,6,6007.51
New Visitor,Facebook / Promoted-Post,US,tablet,183,183,198,0,0
Returning Visitor,dfa / cpc,RU,tablet,183,357,816,0,0
Returning Visitor,dsps / display,US,tablet,183,258,705,0,0
Returning Visitor,yandex / organic,RU,tablet,183,431,2896,0,0
New Visitor,facebook.com / referral,ES,desktop,180,180,326,0,0
New Visitor,google / organic,DK,mobile,180,180,1081,0,0
Returning Visitor,google / cpc,RU,desktop,180,318,1187,3,5206.33
Returning Visitor,google / organic,JM,mobile,180,234,954,0,0
Returning Visitor,google / organic,UY,mobile,179,306,2267,0,0
New Visitor,google / cpc,US,mobile,178,179,420,0,0
New Visitor,google / organic,IN,mobile,178,178,327,0,0
New Visitor,m.facebook.com / referral,GB,tablet,178,178,271,0,0
Returning Visitor,(direct) / (none),NL,tablet,178,305,723,0,0
New Visitor,(direct) / (none),ZZ,mobile,177,177,333,0,0
New Visitor,notify.vwag.com / referral,DE,desktop,177,177,671,0,0
New Visitor,l.facebook.com / referral,US,desktop,176,175,439,0,0
Returning Visitor,dbm / cpm,ES,desktop,176,310,905,2,4165.48
New Visitor,(direct) / (none),IS,desktop,175,176,386,0,0
Returning Visitor,google / cpc,DE,mobile,175,244,1451,0,0
Returning Visitor,trivago.fr / referral,FR,desktop,175,233,576,4,5912.22
New Visitor,google / cpc,NO,desktop,174,174,558,1,2747.76
New Visitor,google / organic,PY,desktop,174,175,595,0,0
New Visitor,bing / organic,GB,mobile,173,173,687,0,0
New Visitor,dfa / cpc,RU,mobile,173,173,394,0,0
New Visitor,google / organic,RO,mobile,173,173,804,0,0
New Visitor,cdn.viglink.com / referral,US,desktop,172,172,508,0,0
Returning Visitor,(direct) / (none),AT,mobile,172,360,1178,0,0
Returning Visitor,inside.iberostar / (not set),US,mobile,171,242,1386,0,0
Returning Visitor,olehotels.com / referral,IT,desktop,171,231,570,3,2673.3
Returning Visitor,yahoo / organic,CA,mobile,171,289,1730,0,0
New Visitor,destinationweddingmag.com / referral,US,desktop,170,169,674,0,0
New Visitor,dfa / cpc,DK,tablet,170,170,284,0,0
New Visitor,trivago.dk / referral,DK,tablet,170,170,252,1,1611.26
New Visitor,trivago.pt / referral,PT,desktop,170,170,273,0,0
New Visitor,google / organic,RU,mobile,167,167,1247,0,0
New Visitor,google / (not set),GB,desktop,166,166,495,0,0
New Visitor,google / cpc,DE,tablet,166,166,864,0,0
New Visitor,yahoo / organic,MX,mobile,166,168,849,1,824.85
Returning Visitor,google / organic,CZ,desktop,166,285,1197,3,8505.1
New Visitor,google / cpc,DE,mobile,165,165,856,0,0
New Visitor,google / organic,JM,tablet,165,165,666,0,0
New Visitor,google / organic,GT,desktop,164,164,445,0,0
Returning Visitor,yahoo / organic,DE,desktop,163,248,1106,2,3534.08
New Visitor,(direct) / (none),JM,desktop,162,162,426,0,0
New Visitor,google / cpc,PL,desktop,162,162,456,0,0
New Visitor,google / organic,CR,desktop,162,162,389,0,0
New Visitor,uk.search.yahoo.com / referral,GB,desktop,162,162,549,0,0
New Visitor,(direct) / (none),IN,desktop,161,161,367,0,0
New Visitor,google / organic,SI,desktop,161,161,453,0,0
New Visitor,bing / organic,AT,desktop,160,160,616,0,0
New Visitor,google / organic,VE,mobile,160,161,1136,0,0
New Visitor,(direct) / (none),SE,tablet,159,160,491,0,0
New Visitor,google / organic,PR,mobile,159,159,944,0,0
Returning Visitor,bing / organic,BR,desktop,159,226,944,3,11503.2
Returning Visitor,bing / organic,CH,desktop,159,255,1163,4,8932.24
Returning Visitor,TripAdvisor / referral,DE,desktop,159,246,761,0,0
New Visitor,dfa / cpc,TN,mobile,158,158,420,0,0
New Visitor,google / organic,RU,tablet,158,158,723,0,0
Returning Visitor,Facebook / Page-Post-Link,US,mobile,158,200,256,0,0
Returning Visitor,google / organic,SE,tablet,158,289,1093,0,0
New Visitor,google / organic,CO,tablet,156,156,997,0,0
New Visitor,rolfsbuss.se / referral,SE,desktop,154,154,536,0,0
New Visitor,TripAdvisor / referral,CH,desktop,154,154,467,1,367.96
Returning Visitor,(direct) / (none),IT,tablet,154,262,562,0,0
Returning Visitor,email / email,CH,desktop,154,232,744,2,3591.18
New Visitor,(direct) / (none),AU,desktop,153,153,348,0,0
New Visitor,tophotels.ru / referral,RU,desktop,153,153,569,0,0
Returning Visitor,google / cpc,SE,desktop,153,233,795,2,5249.83
New Visitor,(direct) / (none),TN,desktop,152,152,326,0,0
New Visitor,dfa / cpm,DE,mobile,152,152,267,0,0
Returning Visitor,google / organic,PE,mobile,152,261,1932,0,0
Returning Visitor,google / organic,SK,desktop,151,293,1063,0,0
New Visitor,(direct) / (none),CU,desktop,150,152,277,8,3939.61
Returning Visitor,bing / organic,MX,desktop,150,242,1053,0,0
New Visitor,email / email,NL,desktop,149,149,334,0,0
New Visitor,etravelomaha.com / referral,US,desktop,149,150,429,0,0
Returning Visitor,google / organic,JM,desktop,149,205,710,0,0
Returning Visitor,(direct) / (none),IE,mobile,148,343,751,0,0
Returning Visitor,(direct) / (none),RU,tablet,148,316,773,0,0
New Visitor,bing / organic,DE,tablet,147,147,666,0,0
New Visitor,(direct) / (none),LV,desktop,146,146,396,0,0
New Visitor,(direct) / (none),VE,desktop,146,146,327,0,0
New Visitor,juliatours.com.ar / referral,AR,desktop,146,146,390,0,0
New Visitor,m.facebook.com / referral,DE,mobile,146,146,289,0,0
Returning Visitor,google / organic,VE,desktop,146,209,778,0,0
New Visitor,(direct) / (none),HU,mobile,145,145,636,0,0
Returning Visitor,juliatours.com.ar / referral,AR,desktop,145,195,618,0,0
Returning Visitor,yandex / organic,RU,mobile,144,275,3331,0,0
New Visitor,google / cpc,FI,desktop,143,143,489,3,4554.05
New Visitor,Holidaycheck / referral,AT,desktop,143,143,501,0,0
New Visitor,(direct) / (none),PR,mobile,142,142,701,0,0
Returning Visitor,canada sale / email,CA,tablet,142,175,514,0,0
Returning Visitor,TripAdvisor / referral,ES,mobile,142,174,520,0,0
New Visitor,(direct) / (none),LT,desktop,141,141,417,0,0
New Visitor,Facebook / banner,ES,mobile,141,141,212,0,0
New Visitor,google / organic,EE,desktop,141,141,370,0,0
New Visitor,google / organic,PL,tablet,141,142,586,0,0
Returning Visitor,bing / organic,AR,desktop,141,252,1050,0,0
